City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,Yeppoon,-23.1333,150.7333,80.38,58,1,13.85,AU,2022-02-07 00:48:23
368,Straumen,63.8709,11.2999,36.63,98,100,4.45,NO,2022-02-07 00:48:24
369,Shagonar,51.5333,92.8,-24.3,98,98,2.84,RU,2022-02-07 00:48:24
370,Bilibino,68.0546,166.4372,-11.52,79,17,4.09,RU,2022-02-07 00:48:25
371,Issia,6.4922,-6.5856,72.61,90,29,2.71,CI,2022-02-07 00:48:25
372,Poum,-20.2333,164.0167,81.84,82,100,16.93,NC,2022-02-07 00:48:26
373,Ixtapa,20.7,-105.2,74.43,78,75,12.66,MX,2022-02-07 00:46:29
374,Kiruna,67.8557,20.2251,16.72,93,100,8.05,SE,2022-02-07 00:48:26
375,Hualmay,-11.0964,-77.6139,70.66,79,100,7.16,PE,2022-02-07 00:45:20
376,Lompoc,34.6391,-120.4579,71.02,62,0,9.22,US,2022-02-07 00:49:27
377,Nipawin,53.3668,-104.0009,12.24,92,100,12.66,CA,2022-02-07 00:49:28
378,Batemans Bay,-35.7167,150.1833,72.19,65,47,11.23,AU,2022-02-07 00:45:25
379,Geretsried,47.8578,11.4805,42.13,88,100,1.99,DE,2022-02-07 00:49:28
380,Kruisfontein,-34.0033,24.7314,67.89,66,0,1.1,ZA,2022-02-07 00:46:54
381,Ushtobe,45.2514,77.9838,31.48,98,100,13.22,KZ,2022-02-07 00:47:49
382,Kikwit,-5.041,18.8162,70.03,95,100,0.45,CD,2022-02-07 00:49:29
383,Iqaluit,63.7506,-68.5145,-38.31,65,0,3.0,CA,2022-02-07 00:49:29
384,Capao Da Canoa,-29.7456,-50.0097,69.73,73,0,9.84,BR,2022-02-07 00:49:30
385,Yershichi,53.6725,32.7542,29.79,95,100,11.59,RU,2022-02-07 00:49:30
386,Bokaa,-24.45,26.0167,68.49,73,0,6.91,BW,2022-02-07 00:49:31
387,Khuzdar,27.7384,66.6434,52.59,59,4,1.01,PK,2022-02-07 00:49:32
388,Nanortalik,60.1432,-45.2371,18.64,62,100,44.02,GL,2022-02-07 00:49:32
389,Havre-Saint-Pierre,50.2334,-63.5986,6.8,60,75,12.66,CA,2022-02-07 00:49:32
390,Boyolangu,-8.1181,111.8935,80.29,83,99,7.09,ID,2022-02-07 00:49:33
391,Indore,22.7179,75.8333,57.38,47,0,0.0,IN,2022-02-07 00:47:26
392,Maarianhamina,60.0973,19.9348,31.86,86,0,3.44,AX,2022-02-07 00:49:33
393,Sesheke,-17.4759,24.2968,65.1,95,97,4.9,ZM,2022-02-07 00:49:34
394,Verkh-Usugli,52.7,115.1667,-5.78,96,36,2.15,RU,2022-02-07 00:49:34
395,Ostrovnoy,68.0531,39.5131,12.33,87,17,20.45,RU,2022-02-07 00:46:30
396,Chapayevka,47.4711,36.3451,29.17,89,96,11.7,UA,2022-02-07 00:49:35
397,Rach Gia,10.0167,105.0833,78.75,75,100,9.28,VN,2022-02-07 00:49:35
398,Harper,4.375,-7.7169,79.09,83,100,7.2,LR,2022-02-07 00:49:35
399,Bonavista,48.6499,-53.1147,13.12,64,59,20.85,CA,2022-02-07 00:47:19
400,Kolomak,49.8399,35.3044,21.49,92,30,9.93,UA,2022-02-07 00:49:36
401,Vung Tau,10.346,107.0843,79.05,71,52,4.45,VN,2022-02-07 00:49:37
402,Liepaja,56.5419,21.0367,33.85,100,100,2.3,LV,2022-02-07 00:49:37
403,Besikduzu,41.052,39.2284,42.69,80,72,6.35,TR,2022-02-07 00:49:37
404,Saldanha,-33.0117,17.9442,64.45,99,28,7.02,ZA,2022-02-07 00:46:27
405,Yongchang,30.0381,119.7317,33.58,100,100,4.45,CN,2022-02-07 00:49:38
406,Hit,33.6416,42.8251,49.66,57,15,1.9,IQ,2022-02-07 00:49:38
407,Uarini,-2.99,-65.1083,80.55,97,100,1.54,BR,2022-02-07 00:49:39
408,Dolores,-36.3132,-57.6792,58.62,91,19,9.42,AR,2022-02-07 00:49:39
409,Asfi,32.2994,-9.2372,56.73,76,29,12.86,MA,2022-02-07 00:49:40
410,Mantua,45.1667,10.7833,43.83,91,5,5.99,IT,2022-02-07 00:49:40
411,Mitsamiouli,-11.3847,43.2844,82.69,83,20,10.36,KM,2022-02-07 00:49:40
412,Usinsk,65.9939,57.5281,0.66,88,100,7.23,RU,2022-02-07 00:49:41
413,Flinders,-34.5833,150.8552,74.17,68,43,10.0,AU,2022-02-07 00:49:41
414,Grayvoron,50.4767,35.6773,31.08,92,99,9.08,RU,2022-02-07 00:49:42
415,San Vicente,-26.6167,-54.1333,61.3,59,0,2.91,AR,2022-02-07 00:49:42
416,Broken Hill,-31.95,141.4333,78.51,36,0,14.97,AU,2022-02-07 00:49:43
417,North Platte,41.1239,-100.7654,41.25,45,75,1.01,US,2022-02-07 00:49:43
418,Almaznyy,48.0448,40.045,30.34,94,91,8.48,RU,2022-02-07 00:49:44
419,Riyadh,24.6877,46.7219,48.34,44,0,6.33,SA,2022-02-07 00:46:40
420,Pisco,-13.7,-76.2167,68.02,94,0,6.91,PE,2022-02-07 00:49:45
421,Cortez,37.3489,-108.5859,43.56,24,0,12.66,US,2022-02-07 00:49:45
422,Jeremie,18.65,-74.1167,75.67,78,3,2.37,HT,2022-02-07 00:50:46
423,Dubbo,-32.25,148.6167,71.73,53,100,16.11,AU,2022-02-07 00:50:30
424,Liverpool,53.4106,-2.9779,42.75,84,40,7.0,GB,2022-02-07 00:50:47
425,Lagoa,39.05,-27.9833,59.67,86,8,15.26,PT,2022-02-07 00:50:47
426,Brora,58.0099,-3.8518,38.28,77,58,9.46,GB,2022-02-07 00:50:48
427,Morant Bay,17.8815,-76.4093,76.62,77,4,5.88,JM,2022-02-07 00:50:48
428,Macherla,16.4833,79.4333,66.63,91,100,4.21,IN,2022-02-07 00:50:48
429,Clovis,36.8252,-119.7029,67.12,40,0,1.99,US,2022-02-07 00:50:49
430,Srivardhan,18.0333,73.0167,67.17,81,21,5.57,IN,2022-02-07 00:50:49
431,Raudeberg,61.9875,5.1352,38.86,90,100,5.01,NO,2022-02-07 00:50:50
432,Bani,18.2833,-70.3333,72.86,79,10,12.28,DO,2022-02-07 00:50:50
433,Catuday,16.2923,119.8062,78.42,68,9,9.35,PH,2022-02-07 00:50:50
434,Mayumba,-3.432,10.6554,76.5,92,67,6.78,GA,2022-02-07 00:50:51
435,Ayr,55.4627,-4.6339,39.18,75,20,8.05,GB,2022-02-07 00:50:51
436,Hanchuan,30.65,113.7667,32.11,100,100,10.13,CN,2022-02-07 00:50:52
437,Mackay,-21.15,149.2,81.68,65,40,19.57,AU,2022-02-07 00:50:52
438,Lakatoro,-16.0999,167.4164,83.89,74,100,8.59,VU,2022-02-07 00:50:53
439,Xuddur,4.1213,43.8894,67.84,66,30,13.53,SO,2022-02-07 00:50:53
440,Granville,-33.8333,151.0167,75.02,68,75,20.71,AU,2022-02-07 00:47:03
441,Plettenberg Bay,-34.0527,23.3716,71.74,58,0,5.48,ZA,2022-02-07 00:50:54
442,Dongfeng,42.6403,125.5118,10.53,80,5,6.51,CN,2022-02-07 00:50:54
443,Akdepe,42.0551,59.3788,30.2,62,100,8.05,TM,2022-02-07 00:50:55
444,Coquimbo,-29.9533,-71.3436,65.23,83,7,3.27,CL,2022-02-07 00:50:55
445,Coolum Beach,-26.5333,153.1,75.11,79,92,16.84,AU,2022-02-07 00:50:55
446,Fairbanks,64.8378,-147.7164,-1.39,77,100,0.0,US,2022-02-07 00:50:56
447,Birao,10.2849,22.7882,62.13,17,4,7.81,CF,2022-02-07 00:50:56
448,Botlikh,42.6444,46.2297,28.11,85,100,2.55,RU,2022-02-07 00:50:57
449,Hambantota,6.1241,81.1185,77.34,88,40,2.3,LK,2022-02-07 00:47:07
450,Save,8.0425,2.486,77.05,64,0,2.8,BJ,2022-02-07 00:50:57
451,Noumea,-22.2763,166.4572,82.38,83,100,11.99,NC,2022-02-07 00:50:58
452,Alvorada,-12.48,-49.1247,72.5,89,100,5.23,BR,2022-02-07 00:50:58
453,Port Alberni,49.2413,-124.8028,46.9,92,63,2.77,CA,2022-02-07 00:50:59
454,Lebane,42.9239,21.7375,39.79,90,12,6.46,RS,2022-02-07 00:50:59
455,Nantucket,41.2835,-70.0995,31.14,67,0,5.75,US,2022-02-07 00:50:59
456,Bonthe,7.5264,-12.505,77.49,89,97,4.83,SL,2022-02-07 00:51:00
457,San Juan De Betulia,9.2735,-75.241,76.91,76,0,12.03,CO,2022-02-07 00:51:00
458,Goderich,43.7501,-81.7165,28.9,64,100,14.97,CA,2022-02-07 00:49:02
459,Chistogorskiy,53.9835,87.3843,4.28,98,100,2.89,RU,2022-02-07 00:51:01
460,Moron,-34.6534,-58.6198,69.96,66,20,6.71,AR,2022-02-07 00:51:01
461,Ust-Tsilma,65.441,52.1498,15.98,90,100,9.75,RU,2022-02-07 00:51:02
462,Marseille,43.3333,5.5,48.6,77,17,13.0,FR,2022-02-07 00:51:02
463,Gorontalo,0.5412,123.0595,84.02,67,99,2.51,ID,2022-02-07 00:51:03
464,Atlantic City,39.3643,-74.4229,36.0,75,100,0.0,US,2022-02-07 00:51:03
465,Porto Novo,6.4965,2.6036,82.22,88,18,4.76,BJ,2022-02-07 00:48:54
466,Korampallam,8.7667,78.1,73.69,77,98,8.48,IN,2022-02-07 00:51:04
467,Odweyne,9.4092,45.064,62.91,74,100,8.81,SO,2022-02-07 00:51:05
468,Olafsvik,64.8945,-23.7142,30.27,61,100,26.6,IS,2022-02-07 00:52:05
469,Sinnamary,5.3833,-52.95,77.34,88,100,8.23,GF,2022-02-07 00:52:06
470,Cap Malheureux,-19.9842,57.6142,79.29,85,100,5.01,MU,2022-02-07 00:52:06
471,Benguela,-12.5763,13.4055,76.84,70,100,2.98,AO,2022-02-07 00:52:07
472,Namatanai,-3.6667,152.4333,85.69,65,100,5.73,PG,2022-02-07 00:52:07
473,Darovskoy,58.77,47.9564,13.8,98,100,1.7,RU,2022-02-07 00:52:08
474,Tinaquillo,9.9186,-68.3047,73.94,77,92,5.19,VE,2022-02-07 00:52:09
475,Sabang,5.8933,95.3214,77.97,81,100,6.71,ID,2022-02-07 00:52:09
476,Hobyo,5.3505,48.5268,75.65,70,100,17.78,SO,2022-02-07 00:52:10
477,Baykit,61.67,96.37,-10.91,99,59,3.24,RU,2022-02-07 00:52:10
478,Qaqortoq,60.7167,-46.0333,11.19,63,100,21.05,GL,2022-02-07 00:52:10
479,Bijni,26.4959,90.703,52.92,82,0,5.1,IN,2022-02-07 00:52:11
480,Saint Anthony,45.0205,-93.218,14.2,69,100,5.99,US,2022-02-07 00:52:11
481,Peace River,56.2501,-117.286,44.91,49,100,25.32,CA,2022-02-07 00:52:12
482,Dagda,56.0951,27.5372,32.65,97,100,11.25,LV,2022-02-07 00:52:12
483,Vanderhoof,54.0166,-124.0198,30.09,98,100,1.48,CA,2022-02-07 00:52:13
484,Ferrol,43.4832,-8.2369,50.68,85,99,3.85,ES,2022-02-07 00:52:13
485,Katherine,-14.4667,132.2667,82.72,78,75,10.36,AU,2022-02-07 00:52:13
486,Tagusao,9.1924,117.8141,81.05,73,100,7.23,PH,2022-02-07 00:52:14
487,Yeniseysk,58.4497,92.1703,-0.85,100,100,1.12,RU,2022-02-07 00:52:14
488,Amsterdam,52.374,4.8897,42.91,75,20,11.99,NL,2022-02-07 00:47:21
489,Madikeri,12.4167,75.7333,57.42,84,54,2.73,IN,2022-02-07 00:52:15
490,Quelimane,-17.8786,36.8883,78.75,89,40,4.61,MZ,2022-02-07 00:52:15
491,Filadelfia,39.9523,-75.1638,32.11,67,0,1.01,US,2022-02-07 00:51:53
492,Pajan,-1.5667,-80.4167,73.31,93,86,2.84,EC,2022-02-07 00:52:16
493,Nizwa,22.9333,57.5333,61.99,58,1,2.04,OM,2022-02-07 00:52:16
494,Kiama,-34.6833,150.8667,74.37,68,48,1.99,AU,2022-02-07 00:52:16
495,Amga,60.8953,131.9608,-18.99,98,100,1.34,RU,2022-02-07 00:52:17
496,San Matias,-16.3667,-58.4,74.41,93,96,3.83,BO,2022-02-07 00:47:19
497,Lorengau,-2.0226,147.2712,83.32,77,99,8.61,PG,2022-02-07 00:52:17
498,Yelizovo,53.1873,158.3805,32.14,59,75,22.37,RU,2022-02-07 00:52:18
499,Bandarbeyla,9.4942,50.8122,74.66,75,97,13.0,SO,2022-02-07 00:52:18
500,Lebu,-37.6167,-73.65,59.63,90,0,14.27,CL,2022-02-07 00:52:19
501,Oktyabrskoye,43.0645,44.7417,23.14,93,97,6.71,RU,2022-02-07 00:49:00
502,Omsukchan,62.5333,155.8,-7.19,77,5,1.7,RU,2022-02-07 00:52:19
503,Patos,-7.0244,-37.28,82.29,58,4,13.38,BR,2022-02-07 00:52:20
504,Kaihua,23.3687,104.28,49.96,86,98,5.82,CN,2022-02-07 00:52:20
505,Yantal,56.8471,105.2542,7.99,98,100,3.04,RU,2022-02-07 00:52:21
506,Ibra,22.6906,58.5334,61.47,80,0,2.66,OM,2022-02-07 00:52:21
507,Sola,-13.8833,167.55,82.83,80,100,20.13,VU,2022-02-07 00:52:21
508,Port Hardy,50.6996,-127.4199,47.75,81,100,20.71,CA,2022-02-07 00:52:22
509,Omboue,-1.5746,9.2618,77.31,87,74,4.88,GA,2022-02-07 00:49:33
510,Parkes,-33.1333,148.1833,79.36,40,0,1.01,AU,2022-02-07 00:52:23
511,Macusani,-14.0833,-70.4333,35.73,96,100,4.54,PE,2022-02-07 00:52:23
512,Bardiyah,31.7561,25.0865,56.82,62,100,8.97,LY,2022-02-07 00:52:23
513,Mayskiy,47.6931,40.1025,31.41,90,95,6.91,RU,2022-02-07 00:52:24
514,Ondangwa,-17.9167,15.95,71.6,78,100,6.91,NA,2022-02-07 00:53:25
515,Darnah,32.767,22.6367,57.29,49,96,5.03,LY,2022-02-07 00:53:25
516,Verkhnevilyuysk,63.4453,120.3167,-10.79,97,100,6.24,RU,2022-02-07 00:53:25
517,Naze,28.3667,129.4833,52.72,57,100,4.23,JP,2022-02-07 00:53:26
518,Mzimba,-11.9,33.6,61.32,98,99,1.23,MW,2022-02-07 00:53:26
519,Salalah,17.0151,54.0924,69.84,28,91,15.52,OM,2022-02-07 00:53:27
520,Broome,42.2506,-75.833,23.9,79,3,3.83,US,2022-02-07 00:53:27
521,Vallenar,-28.5708,-70.7581,71.98,49,0,3.42,CL,2022-02-07 00:53:27
522,Tual,-5.6667,132.75,82.83,73,67,3.31,ID,2022-02-07 00:53:28
523,Terra Roxa,-23.8557,-50.0314,67.37,91,11,2.93,BR,2022-02-07 00:53:28
524,North Bend,43.4065,-124.2243,62.94,53,0,3.44,US,2022-02-07 00:53:28
525,Saint-Georges,12.0564,-61.7485,78.48,83,20,17.27,GD,2022-02-07 00:53:29
526,Krasnoshchekovo,51.6708,82.7289,-2.67,87,4,3.85,RU,2022-02-07 00:53:29
527,College,64.8569,-147.8028,-1.41,78,100,0.0,US,2022-02-07 00:53:29
528,Cartagena Del Chaira,1.3349,-74.8429,76.57,82,100,1.86,CO,2022-02-07 00:53:30
529,Kendari,-3.945,122.4989,84.47,70,74,9.93,ID,2022-02-07 00:53:30
530,Sitrah,26.1547,50.6206,59.0,66,0,7.0,BH,2022-02-07 00:53:31
531,Sungaipenuh,-2.0833,101.3833,67.15,81,100,2.48,ID,2022-02-07 00:53:31
532,Richards Bay,-28.783,32.0377,70.97,91,68,2.95,ZA,2022-02-07 00:53:32
533,Bilma,18.6853,12.9164,59.07,17,0,8.32,NE,2022-02-07 00:53:32
534,Saint George,37.1041,-113.5841,57.79,19,0,14.97,US,2022-02-07 00:49:46
535,Kautokeino,69.0125,23.0412,0.82,100,100,2.37,NO,2022-02-07 00:53:33
536,Fredericksburg,38.3032,-77.4605,34.95,52,100,3.44,US,2022-02-07 00:53:33
537,Nelson Bay,-32.7167,152.15,75.96,58,68,17.58,AU,2022-02-07 00:53:33
538,Hirara,24.8,125.2833,66.06,68,75,6.91,JP,2022-02-07 00:53:34
539,Kragujevac,44.0167,20.9167,30.49,88,100,6.98,RS,2022-02-07 00:53:34
540,Rundu,-17.9333,19.7667,66.33,87,98,4.7,NA,2022-02-07 00:53:35
